word,score,examples
اهب,19,"ذهب رهب سهب شهب صهب لهب نهب وهب ابب احب"
بتت,19,"اتت حتت رتت شتت صتت فتت قتت كتت لتت متت"
بتل,19,"ختل رتل عتل فتل قتل كتل بال بجل بخل بدل"
بدو,19,"جدو حدو شدو عدو غدو كدو ندو بذو بطو بغو"
بشش,19,"جشش حشش خشش دشش رشش عشش غشش فشش قشش كشش"
بغو,19,"ثغو رغو صغو ضغو طغو لغو نغو بدو بذو بطو"
توق,19,"بوق جوق حوق ذوق روق زوق سوق شوق طوق عوق"
ثرا,19,"برا جرا حرا درا ذرا سرا طرا عرا غرا قرا"
ثرد,19,"برد جرد حرد خرد زرد سرد شرد صرد طرد غرد"
جدب,19,"ادب حدب ندب هدب جاب جبب جذب جرب جعب جلب"
جدع,19,"بدع خدع ردع صدع فدع ودع جاع جذع جرع جزع"
جذب,19,"شذب عذب كذب هذب جاب جبب جدب جرب جعب جلب"
جزا,19,"خزا رزا عزا غزا نزا هزا جرا جشا جفا جلا"
جزع,19,"فزع نزع هزع وزع جاع جدع جذع جرع جشع جمع"
جسس,19,"اسس حسس خسس دسس رسس عسس قسس مسس نسس هسس"
جسم,19,"بسم حسم دسم رسم قسم نسم وسم جام جثم جذم"
حثا,19,"رثا عثا غثا قثا نثا حبا حجا حدا حذا حرا"
حدس,19,"سدس عدس قدس كدس حبس حرس حسس حلس حمس حدا"
حذف,19,"جذف قذف حاف حرف حسف حشف حصف حفف حلف حنف"
حشك,19,"وشك حاك حبك حرك حسك حكك حلك حنك حوك حيك"
حصن,19,"رصن غصن حان حرن حزن حسن حضن حفن حقن حنن"
حظي,19,"شظي لظي حبي حدي حذي حري حسي حشي حصي حفي"
حكى,19,"بكى تكى ذكى زكى لكى نكى حذى حرى حسى حشى"
حوذ,19,"عوذ لوذ حبذ حذذ حوت حوج حود حور حوز حوش"
خذل,19,"اذل بذل جذل رذل عذل نذل خال خبل ختل خجل"
خزي,19,"جزي عزي وزي خشي خصي خطي خفي خلي خني خوي"
ختم,19,"اتم حتم شتم عتم قتم كتم هتم يتم خدم خرم"
خزق,19,"بزق حزق رزق لزق مزق نزق خرق خفق خلق خنق"
خزن,19,"حزن رزن وزن خان ختن خدن خشن خمن خنن خون"
خزى,19,"جزى عزى غزى هزى خشى خصى خطى خفى خلى خوى"
خسف,19,"اسف حسف رسف عسف كسف نسف خاف خرف خزف خشف"
خصي,19,"حصي عصي فصي قصي وصي خزي خشي خطي خفي خلي"
خطى,19,"عطى غطى لطى وطى خزى خشى خصى خفى خلى خوى"
خنع,19,"شنع صنع قنع منع ينع خدع خرع خشع خضع خلع"
دبش,19,"غبش كبش نبش هبش وبش درش دشش دغش دهش دوش"
دحق,19,"احق سحق لحق محق دبق درق دسق دعق دفق دقق"
دشش,19,"بشش جشش حشش خشش رشش عشش غشش فشش قشش كشش"
دعث,19,"بعث شعث نعث وعث داث دمث ديث دعا دعب دعد"
دغم,19,"اغم بغم رغم ضغم لغم مغم نغم دام دجم درم"
دفع,19,"رفع سفع شفع صفع لفع نفع يفع درع دسع دعع"
دنف,19,"انف حنف خنف شنف صنف طنف عنف كنف داف دفف"
دوخ,19,"بوخ سوخ صوخ فوخ نوخ دبخ ديخ دوح دود دور"
ذاع,19,"باع جاع راع ساع شاع صاع ضاع طاع قاع لاع"
ذكر,19,"اكر بكر حكر سكر شكر عكر فكر مكر نكر وكر"
ذهل,19,"اهل بهل جهل رهل سهل شهل صهل عهل كهل مهل"
ذوب,19,"اوب بوب توب ثوب جوب روب شوب صوب نوب ذاب"
رشح,19,"كشح وشح راح ربح رجح ردح رزح رمح رنح روح"
زعل,19,"جعل سعل شعل صعل فعل نعل زال زبل زجل زلل"
زقف,19,"ثقف سقف عقف فقف لقف نقف وقف زاف زحف زرف"
زقق,19,"حقق دقق رقق شقق طقق عقق غقق لقق نقق زرق"
زلج,19,"الج بلج ثلج حلج خلج دلج علج فلج ولج زاج"
زنر,19,"دنر زار زبر زجر زحر زخر زرر زعر زفر زمر"
سبخ,19,"دبخ طبخ وبخ ساخ سخخ سلخ سوخ سبب سبت سبح"
سطو,19,"بطو خطو عطو غطو قطو مطو وطو سجو سحو سخو"
سعف,19,"اعف ذعف رعف زعف شعف ضعف سخف سرف سفف سقف"
سقي,19,"بقي رقي شقي لقي نقي وقي سبي سحي سخي سدي"
سكك,19,"حكك دكك ركك زكك شكك صكك فكك لكك مكك سبك"
سكن,19,"اكن دكن ركن لكن مكن وكن سجن سحن سخن سدن"
سلت,19,"صلت فلت سبت سحت سكت سمت سلا سلب سلح سلخ"
سلخ,19,"جلخ شلخ ساخ سبخ سخخ سوخ سلا سلب سلت سلح"
سمك,19,"همك سبك سفك سكك سلك سما سمت سمج سمح سمد"
سنح,19,"جنح رنح منح ساح سبح سحح سرح سطح سفح سلح"
سوغ,19,"روغ زوغ صوغ ساغ سبغ سيغ سوا سوخ سود سور"
سيس,19,"ايس قيس كيس ليس ميس ساس سجس سدس سرس سلس"
شعع,19,"دعع رعع معع شاع شبع شجع شرع شسع شفع شمع"
شكك,19,"حكك دكك ركك زكك سكك صكك فكك لكك مكك شاك"
شيط,19,"خيط عيط ميط نيط هيط شاط شحط شرط شطط شوط"
صاخ,19,"باخ زاخ ساخ شاخ صخخ صرخ صمخ صوخ صاب صات"
صاغ,19,"راغ زاغ ساغ لاغ صبغ صدغ صمغ صوغ صاب صات"
صعب,19,"تعب جعب دعب رعب شعب كعب لعب نعب وعب صاب"
صقع,19,"بقع دقع رقع فقع مقع نقع وقع صاع صبع صدع"
صنع,19,"خنع شنع قنع منع ينع صاع صبع صدع صرع صفع"
ضحل,19,"احل رحل سحل شحل طحل فحل قحل كحل محل نحل"
ضفا,19,"جفا دفا رفا شفا صفا طفا عفا غفا قفا كفا"
ضفو,19,"جفو حفو دفو رفو شفو صفو طفو عفو غفو قفو"
ضفي,19,"حفي خفي زفي شفي عفي غفي كفي لفي نفي وفي"
ضمن,19,"امن ثمن خمن دمن زمن سمن طمن قمن كمن يمن"
ضيع,19,"بيع ذيع ريع سيع شيع صيع طيع قيع ميع نيع"
طهو,19,"بهو دهو ذهو رهو زهو سهو شهو فهو لهو مهو"
ظلف,19,"الف تلف جلف حلف خلف دلف ذلف زلف سلف صلف"
عتد,19,"وتد عاد عبد عدد عصد عضد عقد عمد عند عهد"
عدس,19,"حدس سدس قدس كدس عبس عرس عسس عطس عفس عكس"
علن,19,"ملن عان عجن عدن عفن عنن عون عين علا علب"
غاث,19,"باث حاث داث راث عاث لاث هاث غثث غوث غيث"
غطى,19,"خطى عطى لطى وطى غدى غذى غرى غزى غشى غلى"
غيم,19,"ايم تيم خيم ذيم ريم ضيم قيم هيم غام غرم"
فاى,19,"جاى راى ناى واى فتى فدى فرى فصى فلى فات"
فجا,19,"حجا دجا رجا زجا سجا شجا لجا نجا هجا فتا"
فصم,19,"بصم خصم عصم قصم وصم فحم فخم فدم فرم فطم"
فصي,19,"حصي خصي عصي قصي وصي فاي فتي فدي فري فشي"
فضل,19,"اضل عضل مضل نضل هضل فال فتل فحل فسل فشل"
فقو,19,"حقو زقو شقو لقو نقو فتو فسو فشو فضو فهو"
فها,19,"بها دها ذها رها زها سها شها طها لها مها"
فوض,19,"حوض خوض روض عوض قوض نوض فاض فرض فضض فيض"
فيا,19,"جيا حيا زيا شيا عيا قيا نيا هيا فتا فجا"
قذى,19,"اذى بذى حذى غذى هذى وذى قبى قرى قسى قضى"
قذي,19,"اذي حذي غذي هذي وذي قدي قري قسي قصي قضي"
قرظ,19,"قاظ قيظ قرا قرب قرح قرد قرر قرس قرش قرص"
قسح,19,"فسح كسح مسح نسح قاح قبح قحح قدح قرح قمح"
قعد,19,"اعد بعد جعد دعد رعد سعد صعد معد وعد قاد"
قوت,19,"حوت صوت فوت لوت موت قات قتت قنت قود قور"
كتت,19,"اتت بتت حتت رتت شتت صتت فتت قتت لتت متت"
كسو,19,"اسو حسو دسو رسو غسو فسو قسو مسو كبو كدو"
كفح,19,"سفح صفح طفح لفح نفح كبح كحح كدح كسح كشح"
كفن,19,"جفن حفن دفن سفن عفن لفن كان كمن كنن كهن"
لبث,19,"خبث ربث شبث عبث نبث لاث لثث لهث لوث ليث"
لبد,19,"ابد ربد زبد عبد كبد وبد لاد لحد لدد لغد"
لزق,19,"بزق حزق خزق رزق مزق نزق لاق لبق لحق لصق"
لطى,19,"خطى عطى غطى وطى لبى لحى لظى لقى لكى لمى"
لغو,19,"بغو ثغو رغو صغو ضغو طغو نغو لحو لخو لشو"
لفح,19,"سفح صفح طفح كفح نفح لاح لحح لقح لمح لوح"
لكك,19,"حكك دكك ركك زكك سكك شكك صكك فكك مكك لاك"
لوذ,19,"حوذ عوذ لاذ لذذ لمذ لوت لوث لوج لوح لوز"
لوك,19,"حوك شوك لاك لبك لكك لوت لوث لوج لوح لوذ"
مدق,19,"حدق شدق صدق غدق ودق ماق محق مذق مرق مزق"
مزق,19,"بزق حزق خزق رزق لزق نزق ماق محق مدق مذق"
مشش,19,"بشش جشش حشش خشش دشش رشش عشش غشش فشش قشش"
مضر,19,"حضر خضر غضر نضر مار متر مخر مذر مرر مصر"
مكس,19,"ركس شكس عكس نكس وكس ماس مرس مسس مغس ملس"
ملص,19,"خلص قلص ماص محص مصص مغص موص ملا ملح ملد"
موه,19,"اوه توه دوه شوه فوه لوه نوه ماه مته ميه"
ميس,19,"ايس سيس قيس كيس ليس ماس مرس مسس مغس مكس"
نتش,19,"فتش ناش نبش نشش نعش نفش نقش نكش نمش نهش"
نثث,19,"اثث بثث جثث حثث رثث غثث فثث قثث كثث لثث"
نسج,19,"نبج نتج نشج نضج نعج نهج نسا نسب نسح نسخ"
نضد,19,"عضد نجد ندد نشد نفد نقد نكد نهد نضا نضب"
نظف,19,"شظف وظف ناف نتف نجف نحف ندف نزف نسف نشف"
نغق,19,"نزق نسق نشق نطق نعق نفق نقق نمق نهق نوق"
نفخ,19,"نخخ نسخ نضخ نوخ نفث نفح نفد نفذ نفر نفس"
هتت,19,"اتت بتت حتت رتت شتت صتت فتت قتت كتت لتت"
هشش,19,"بشش جشش حشش خشش دشش رشش عشش غشش فشش قشش"
هيث,19,"ديث ريث عيث غيث ليث هاث هيا هيب هيج هيد"
هيض,19,"بيض حيض غيض فيض قيض هاض هيا هيب هيث هيج"
وخم,19,"تخم رخم ضخم فخم نخم وام وجم وحم وذم ورم"
وصص,19,"جصص حصص خصص رصص شصص عصص غصص فصص قصص لصص"
وطن,19,"بطن رطن شطن فطن قطن وتن وثن وجن وحن ودن"
اذى,18,"بذى حذى غذى قذى هذى وذى ابى اتى اخى ادى"
ارض,18,"حرض عرض غرض فرض قرض مرض اضض اقض امض انض"
ارك,18,"برك ترك حرك درك شرك عرك فرك ورك ازك افك"
اظل,18,"عظل مظل ابل اجل احل اخل اذل ازل اشل اصل"
اعن,18,"ذعن رعن طعن ظعن لعن معن اجن اذن اسن اغن"
اغم,18,"بغم دغم رغم ضغم لغم مغم نغم اتم اثم اجم"
اكب,18,"ركب سكب مكب نكب وكب ابب احب ادب ارب الب"
اكد,18,"ركد نكد وكد ابد احد اسد اشد اصد اعد الد"
باخ,18,"زاخ ساخ شاخ صاخ بذخ برخ بوخ بات باث باح"
بحح,18,"احح دحح ذحح سحح شحح صحح فحح قحح كحح لحح"
بذى,18,"اذى حذى غذى قذى هذى وذى برى بغى بقى بكى"
بطو,18,"خطو سطو عطو غطو قطو مطو وطو بدو بذو بغو"
بغي,18,"صغي طغي لغي نغي بدي بري بقي بكي بلي بني"
بين,18,"اين حين دين رين زين شين طين عين قين لين"
ثوب,18,"اوب بوب توب جوب ذوب روب شوب صوب نوب ثاب"
جحف,18,"تحف زحف صحف قحف لحف نحف وحف جاف جدف جذف"
جرذ,18,"جبذ جذذ جلذ جرا جرب جرج جرح جرد جرر جرز"
جعل,18,"زعل سعل شعل صعل فعل نعل جال جبل جدل جذل"
جيا,18,"حيا زيا شيا عيا فيا قيا نيا هيا جرا جزا"
حدج,18,"سدج هدج ودج حاج حجج حرج حلج حوج حدا حدب"
حضض,18,"اضض بضض رضض عضض غضض فضض قضض مضض نضض حاض"
حطب,18,"خطب رطب شطب عطب قطب حاب حبب حجب حدب حرب"
خاض,18,"باض حاض راض عاض غاض فاض قاض ناض هاض خفض"
خرت,18,"فرت هرت خات خفت خيت خرب خرج خرد خرر خرز"
خشب,18,"عشب قشب نشب خاب خبب خرب خصب خضب خطب خلب"
خشى,18,"حشى عشى غشى مشى وشى خزى خصى خطى خفى خلى"
خطي,18,"عطي مطي خزي خشي خصي خفي خلي خني خوي خطا"
خنس,18,"انس جنس دنس عنس كنس خرس خسس خلس خمس خنا"
خنق,18,"انق حنق رنق شنق عنق خرق خزق خفق خلق خنا"
دقق,18,"حقق رقق زقق شقق طقق عقق غقق لقق نقق دبق"
دكن,18,"اكن ركن سكن لكن مكن وكن دان دجن دخن درن"
ذلق,18,"الق حلق خلق دلق زلق سلق طلق علق غلق فلق"
ذهب,18,"اهب رهب سهب شهب صهب لهب نهب وهب ذاب ذبب"
ذود,18,"اود جود حود دود رود زود سود طود عود قود"
رخخ,18,"زخخ سخخ شخخ صخخ ضخخ فخخ لخخ مخخ نخخ رسخ"
رذل,18,"اذل بذل جذل خذل عذل نذل ربل رتل رجل رحل"
رفت,18,"خفت زفت لفت هفت ربت رتت رفا رفث رفد رفس"
رفث,18,"نفث راث ربث رثث روث ريث رفا رفت رفد رفس"
رقش,18,"نقش راش رشش رعش رفش رمش روش ريش رقب رقد"
زبد,18,"ابد ربد عبد كبد لبد وبد زاد زرد زند زهد"
زجا,18,"حجا دجا رجا سجا شجا فجا لجا نجا هجا زقا"
زحم,18,"رحم سحم شحم فحم قحم لحم نحم وحم زام زعم"
زعق,18,"دعق صعق لعق معق نعق وعق زرق زقق زلق زهق"
زعم,18,"دعم طعم فعم نعم زام زحم زقم زكم زلم زمم"
زقم,18,"رقم سقم عقم فقم لقم نقم زام زحم زعم زكم"
زكى,18,"بكى تكى حكى ذكى لكى نكى زبى زجى زرى زفى"
زلع,18,"بلع تلع خلع دلع صلع ضلع طلع ظلع قلع هلع"
زمج,18,"خمج دمج سمج عمج لمج همج زاج زجج زعج زلج"
زمع,18,"جمع دمع سمع شمع صمع طمع قمع لمع همع زرع"
ساخ,18,"باخ زاخ شاخ صاخ سبخ سخخ سلخ سوخ ساح ساد"
سبغ,18,"دبغ صبغ نبغ ساغ سوغ سيغ سبب سبت سبح سبخ"
سخا,18,"رخا لخا سجا سحا سرا سطا سلا سما سنا سها"
سخط,18,"مخط نخط وخط ساط سبط سرط سفط سقط سلط سمط"
سخف,18,"اخف رخف وخف سرف سعف سفف سقف سكف سلف سوف"
سخو,18,"اخو رخو لخو سجو سحو سرو سطو سلو سمو سنو"
سعى,18,"رعى نعى وعى سبى سجى سحى سدى سرى سقى سلى"
سعي,18,"دعي رعي قعي نعي وعي سبي سحي سخي سدي سري"
سفط,18,"نفط ساط سبط سخط سرط سقط سلط سمط سوط سفح"
سكب,18,"اكب ركب مكب نكب وكب سبب سحب سرب سغب سلب"
شبك,18,"حبك ربك سبك لبك نبك شاك شرك شكك شوك شبب"
شبه,18,"ابه جبه نبه وبه شاه شده شره شفه شوه شبب"
شتت,18,"اتت بتت حتت رتت صتت فتت قتت كتت لتت متت"
شحن,18,"سحن صحن طحن لحن محن وحن شان شجن شدن شطن"
شخب,18,"صخب نخب شاب شبب شجب شحب شذب شرب شطب شعب"
شخخ,18,"رخخ زخخ سخخ صخخ ضخخ فخخ لخخ مخخ نخخ شاخ"
شطف,18,"خطف عطف غطف قطف لطف نطف شاف شرف شظف شعف"
شكو,18,"ذكو ركو زكو مكو شاو شتو شجو شدو شذو شفو"
صبن,18,"جبن زبن ضبن غبن قبن لبن صان صحن صنن صون"
صحا,18,"دحا رحا سحا ضحا قحا لحا محا نحا صبا صدا"
صحو,18,"دحو رحو سحو ضحو قحو لحو محو نحو صبو صغو"
صهب,18,"اهب ذهب رهب سهب شهب لهب نهب وهب صاب صبب"
صوغ,18,"روغ زوغ سوغ صاغ صبغ صدغ صمغ صوب صوت صوخ"
ضجج,18,"اجج ثجج حجج دجج رجج زجج سجج شجج عجج فجج"
ضوج,18,"توج حوج روج زوج عوج فوج لوج موج هوج ضجج"
طبع,18,"تبع ربع سبع شبع صبع قبع نبع طاع طلع طمع"
طفح,18,"سفح صفح كفح لفح نفح طاح طرح طلح طمح طوح"
طمو,18,"امو سمو نمو همو طبو طرو طغو طفو طلو طهو"
طها,18,"بها دها ذها رها زها سها شها فها لها مها"
ظرف,18,"ترف جرف حرف خرف ذرف زرف سرف شرف صرف طرف"
علك,18,"حلك دلك سلك فلك ملك هلك عرك علا علب علج"
عنز,18,"خنز طنز كنز عجز عزز عكز عوز عنا عنب عنت"
عيث,18,"ديث ريث غيث ليث هيث عاث عبث عيا عيب عيد"
غثا,18,"حثا رثا عثا قثا نثا غدا غذا غرا غزا غسا"
غدق,18,"حدق شدق صدق مدق ودق غرق غسق غفق غقق غلق"
غذا,18,"بذا حذا شذا وذا غثا غدا غرا غزا غسا غشا"
غذو,18,"بذو حذو شذو غبو غثو غدو غرو غزو غسو غشو"
غذى,18,"اذى بذى حذى قذى هذى وذى غدى غرى غزى غشى"
غزو,18,"خزو عزو نزو غبو غثو غدو غذو غرو غسو غشو"
غشم,18,"بشم جشم حشم خشم رشم نشم هشم وشم غام غرم"
غشى,18,"حشى خشى عشى مشى وشى غدى غذى غرى غزى غطى"
غضب,18,"خضب رضب قضب نضب هضب وضب غاب غرب غصب غلب"
فتق,18,"رتق عتق فاق فرق فسق فلق فوق فتا فتت فتح"
فتى,18,"اتى شتى فاى فدى فرى فصى فلى فتا فتت فتح"
فدن,18,"بدن خدن سدن شدن عدن لدن مدن هدن ودن فتن"
فضح,18,"نضح وضح فاح فتح فحح فدح فرح فسح فصح فطح"
فضض,18,"اضض بضض حضض رضض عضض غضض قضض مضض نضض فاض"
فضي,18,"رضي غضي قضي مضي نضي فاي فتي فدي فري فشي"
فطح,18,"بطح سطح نطح فاح فتح فحح فدح فرح فسح فصح"
فقد,18,"حقد رقد عقد نقد وقد فرد فسد فصد فند فقا"
فهو,18,"بهو دهو ذهو رهو زهو سهو شهو طهو لهو مهو"
فوت,18,"حوت صوت قوت لوت موت فات فتت فرت فلت فوج"
فوز,18,"جوز حوز روز عوز لوز هوز فاز فرز فزز فوت"
قاظ,18,"شاظ غاظ لاظ قرظ قيظ قات قاح قاد قار قاس"
قبض,18,"حبض ربض نبض قاض قرض قضض قوض قيض قبا قبب"
قثا,18,"حثا رثا عثا غثا نثا قبا قتا قحا قرا قسا"
قثو,18,"جثو حثو رثو عثو غثو نثو قبو قتو قحو قرو"
قذع,18,"جذع لذع قاع قبع قرع قشع قصع قطع قلع قمع"
قضض,18,"اضض بضض حضض رضض عضض غضض فضض مضض نضض قاض"
قضم,18,"خضم هضم قام قتم قحم قدم قزم قسم قصم قطم"
قضي,18,"رضي غضي فضي مضي نضي قدي قذي قري قسي قصي"
كبش,18,"دبش غبش نبش هبش وبش كرش كشش كمش كبا كبب"
كثل,18,"مثل نثل وثل كال كبل كتل كحل كسل كفل كلل"
كحح,18,"احح بحح دحح ذحح سحح شحح صحح فحح قحح لحح"
كدح,18,"ردح صدح فدح قدح مدح كبح كحح كسح كشح كفح"
كسح,18,"فسح قسح مسح نسح كبح كحح كدح كشح كفح كلح"
كشف,18,"حشف خشف رشف قشف نشف كاف كتف كثف كسف كفف"
كعب,18,"تعب جعب دعب رعب شعب صعب لعب نعب وعب كاب"
لثث,18,"اثث بثث جثث حثث رثث غثث فثث قثث كثث مثث"
لحد,18,"احد جحد وحد لاد لبد لدد لغد لحا لحح لحس"
لحس,18,"احس دحس نحس لبس لطس لمس ليس لحا لحح لحد"
لعق,18,"دعق زعق صعق معق نعق وعق لاق لبق لحق لزق"
لقط,18,"رقط سقط نقط لاط لبط لطط لغط لوط لقا لقب"
لهف,18,"رهف كهف وهف لاف لحف لطف لفف لقف لوف ليف"
ليث,18,"ديث ريث عيث غيث هيث لاث لبث لثث لهث لوث"
مثل,18,"كثل نثل وثل مال محل مخل مسل مصل مضل مطل"
مدح,18,"ردح صدح فدح قدح كدح ماح متح مرح مزح مسح"
مضض,18,"اضض بضض حضض رضض عضض غضض فضض قضض نضض محض"
مضي,18,"رضي غضي فضي قضي نضي محي مدي مري مسي مشي"
معع,18,"دعع رعع شعع ماع متع مرع مشع مقع منع ميع"
مكو,18,"ذكو ركو زكو شكو محو مرو مسو مطو معو ملو"
موص,18,"خوص شوص عوص غوص ماص محص مصص مغص ملص موا"
ميط,18,"خيط شيط عيط نيط هيط ماط مخط مشط مطط مغط"
نحت,18,"سحت نبت نتت نصت نعت نكت نحا نحب نحح نحر"
نخع,18,"ناع نبع نجع نزع نصع نطع نفع نقع نوع نيع"
نده,18,"شده وده ناه نبه نزه نقه نكه نوه ندا ندب"
نطق,18,"مطق نزق نسق نشق نعق نغق نفق نقق نمق نهق"
نغز,18,"لغز نبز نجز نخز نزز نشز نقز نكز نهز نغب"
نكص,18,"نصص نغص نقص نكا نكب نكت نكث نكح نكد نكر"
هجس,18,"بجس رجس سجس نجس وجس هرس هسس همس هوس هجا"
هصر,18,"اصر بصر حصر خصر عصر قصر مصر نصر هار هبر"
هكم,18,"اكم بكم حكم ركم زكم شكم لكم هام هتم هجم"
هيو,18,"هبو هجو هفو همو هنو هيا هيب هيث هيج هيد"
وتن,18,"ختن فتن قتن متن نتن هتن يتن وثن وجن وحن"
وثب,18,"كثب واب وجب ورب وصب وضب وظب وعب وقب وكب"
وثل,18,"كثل مثل نثل وال وبل وجل وحل وسل وصل وغل"
وجز,18,"حجز رجز عجز نجز وخز وعز وكز وجب وجج وجد"
وجس,18,"بجس رجس سجس نجس هجس ورس وكس وجب وجج وجد"
ودج,18,"حدج سدج هدج وجج وحج وشج ولج وهج ودا ودد"
ورث,18,"حرث فرث كرث وعث ورا ورب ورد ورس ورش ورط"
محب,18,"احب رحب سحب شحب صحب قحب نحب مكب محا محص"
مشع,18,"اشع بشع جشع خشع قشع ماع متع مرع معع مقع"
اثث,17,"بثث جثث حثث رثث غثث فثث قثث كثث لثث مثث"
ازف,17,"جزف خزف عزف نزف وزف اثف اخف اسف اعف افف"
اعف,17,"ذعف رعف زعف سعف شعف ضعف اثف اخف ازف اسف"
الث,17,"ثلث اثث احث انث الا الب الج الح الد الز"
انق,17,"حنق خنق رنق شنق عنق احق ارق افق الق انب"
اوه,17,"توه دوه شوه فوه لوه موه نوه ابه اله اوب"
بثث,17,"اثث جثث حثث رثث غثث فثث قثث كثث لثث مثث"
بخل,17,"اخل دخل مخل نخل بال بتل بجل بدل بذل بزل"
برص,17,"حرص خرص قرص برا برج برح برخ برد برر برز"
بسم,17,"جسم حسم دسم رسم قسم نسم وسم برم بشم بصم"
بشم,17,"جشم حشم خشم رشم غشم نشم هشم وشم برم بسم"
بغى,17,"رغى طغى نغى بذى برى بقى بكى بلى بنى بهى"
بقع,17,"دقع رقع صقع فقع مقع نقع وقع باع بدع برع"
بوب,17,"اوب توب ثوب جوب ذوب روب شوب صوب نوب بوا"
تاق,17,"حاق ذاق راق ساق شاق ضاق طاق عاق فاق قاق"
توب,17,"اوب بوب ثوب جوب ذوب روب شوب صوب نوب تاب"
جبن,17,"زبن صبن ضبن غبن قبن لبن جان جفن جنن جبب"
جدو,17,"بدو حدو شدو عدو غدو كدو ندو جثو جرو جفو"
جذذ,17,"حذذ خذذ رذذ شذذ غذذ فذذ قذذ لذذ جبذ جرذ"
جذف,17,"حذف قذف جاف جحف جدف جرف جزف جفف جلف جوف"
جذم,17,"مذم وذم جام جثم جرم جزم جسم جشم جمم جهم"
جزى,17,"خزى عزى غزى هزى جاى جبى جرى جلى جنى جزا"
جمح,17,"رمح سمح ضمح طمح قمح لمح جاح جرح جنح جوح"
جمز,17,"رمز شمز غمز لمز همز جاز جرز جزز جهز جوز"
جنس,17,"انس خنس دنس عنس كنس جاس جبس جرس جسس جلس"
حبذ,17,"جبذ ذبذ ربذ نبذ حذذ حوذ حبا حبب حبر حبس"
حثث,17,"اثث بثث جثث رثث غثث فثث قثث كثث لثث مثث"
حجز,17,"رجز عجز نجز وجز حاز حرز حزز حفز حوز حيز"
حذذ,17,"جذذ خذذ رذذ شذذ غذذ فذذ قذذ لذذ حبذ حوذ"
حزب,17,"عزب لزب حاب حبب حجب حدب حرب حسب حصب حطب"
حزن,17,"خزن رزن وزن حان حرن حسن حصن حضن حفن حقن"
حفز,17,"قفز لفز حاز حجز حرز حزز حوز حيز حفر حفص"
حيز,17,"ميز حاز حجز حرز حزز حفز حوز حيا حيد حير"
خات,17,"بات حات صات فات قات لات مات خرت خفت خيت"
ختن,17,"فتن قتن متن نتن هتن وتن يتن خان خدن خزن"
خدع,17,"بدع جدع ردع صدع فدع ودع خرع خشع خضع خلع"
خسس,17,"اسس جسس حسس دسس رسس عسس قسس مسس نسس هسس"
خشع,17,"اشع بشع جشع قشع مشع خدع خرع خضع خلع خنع"
خصى,17,"حصى عصى فصى وصى خزى خشى خطى خفى خلى خوى"
خضب,17,"رضب غضب قضب نضب هضب وضب خاب خبب خرب خشب"
دسع,17,"تسع شسع لسع وسع درع دعع دفع دقع دلع دمع"
دله,17,"اله بله تله وله داه دوه دلا دلج دلس دلع"
دهش,17,"جهش نهش دبش درش دشش دغش دوش دها دهر دهس"
دهك,17,"نهك داك درك دعك دكك دلك ديك دها دهر دهس"
ذهو,17,"بهو دهو رهو زهو سهو شهو طهو فهو لهو مهو"
رثى,17,"راى ربى رجى رخى ردى رضى رعى رغى رقى رمى"
رثي,17,"غثي راي ربي رجي رخي ردي رشي رضي رعي رقي"
رعش,17,"نعش راش رشش رفش رقش رمش روش ريش رعا رعب"
رقص,17,"عقص فقص نقص ربص رخص رصص رهص رقب رقد رقش"
ركض,17,"راض ربض رضض رفض رمض روض ركا ركب ركد ركز"
رنح,17,"جنح سنح منح راح ربح رجح ردح رزح رشح رمح"
ريش,17,"جيش طيش عيش فيش راش رشش رعش رفش رقش رمش"
زحف,17,"تحف جحف صحف قحف لحف نحف وحف زاف زرف زعف"
زكي,17,"بكي حكي ذكي لكي نكي زبي زري زفي زني زهي"
زنم,17,"رنم سنم صنم غنم زام زحم زعم زقم زكم زلم"
زيت,17,"بيت خيت شيت ليت زفت زمت زيا زيح زيخ زيد"
ساغ,17,"راغ زاغ صاغ لاغ سبغ سوغ سيغ ساح ساخ ساد"
سخي,17,"رخي وخي سبي سحي سدي سري سعي سقي سني سوي"
سدس,17,"حدس عدس قدس كدس ساس سجس سرس سلس سوس سيس"
سكع,17,"ركع لكع ساع سبع سجع سرع سطع سفع سمع سوع"
سكف,17,"عكف نكف وكف سخف سرف سعف سفف سقف سلف سوف"
سنج,17,"بنج شنج صنج غنج سجج سدج سذج سرج سمج سيج"
شبم,17,"شام شتم شحم شرم شكم شمم شهم شوم شبب شبث"
شتا,17,"رتا عتا فتا قتا نتا شجا شدا شذا شفا شكا"
شتو,17,"رتو عتو فتو قتو نتو شاو شجو شدو شذو شفو"
شطط,17,"حطط خطط غطط قطط لطط مطط نطط وطط شاط شحط"
شغل,17,"اغل دغل نغل وغل شال شبل شحل شعل شكل شلل"
شفه,17,"تفه رفه سفه كفه شاه شبه شده شره شوه شفا"
شمخ,17,"زمخ صمخ ضمخ شاخ شخخ شدخ شرخ شلخ شيخ شمت"
شيخ,17,"ديخ زيخ شاخ شخخ شدخ شرخ شلخ شمخ شيا شيب"
صدق,17,"حدق شدق غدق مدق ودق صعق صفق صدا صدح صدد"
ضاء,17,"باء جاء ساء شاء فاء قاء ماء ناء هاء ضاد"
ضبط,17,"ابط ثبط حبط خبط ربط سبط عبط غبط لبط نبط"
